"run" "true_mean_all" "true_median_all" "true_mean_sig" "true_tau" "true_local_es.(-8,-7]" "true_local_es.(-7,-6]" "true_local_es.(-6,-5]" "true_local_es.(-5,-4]" "true_local_es.(-4,-3]" "true_local_es.(-3,-2]" "true_local_es.(-2,-1]" "true_local_es.(-1,0]" "true_local_es.(0,1]" "true_local_es.(1,2]" "true_local_es.(2,3]" "true_local_es.(3,4]" "true_local_es.(4,5]" "true_local_es.(5,6]" "true_local_es.(6,7]" "true_local_es.(7,8]" "es_mean_all_pe" "es_mean_all_lb" "es_mean_all_ub" "es_mean_sig_pe" "es_mean_sig_lb" "es_mean_sig_ub" "local_es1" "local_es2" "local_es3" "local_es4" "local_es5" "local_es6" "local_es7" "local_es8" "local_es9" "local_es10" "local_es11" "local_es12" "local_es13" "local_es14" "local_es15" "local_es16" "local_es1" "local_es2" "local_es3" "local_es4" "local_es5" "local_es6" "local_es7" "local_es8" "local_es9" "local_es10" "local_es11" "local_es12" "local_es13" "local_es14" "local_es15" "local_es16" "local_es1" "local_es2" "local_es3" "local_es4" "local_es5" "local_es6" "local_es7" "local_es8" "local_es9" "local_es10" "local_es11" "local_es12" "local_es13" "local_es14" "local_es15" "local_es16" "w.all1" "w.all2" "w.all3" "w.all4" "w.all5" "w.all6" "w.all7" "w.all8" "w.all9" "w.all10" "w.all11" "w.all12" "w.all13" "w.all14" "w.all15" "w.all16" "w.all17" "es_tau_pe" "es_tau_lb" "es_tau_ub" "ash_mean_all" "ash_mean_sig" "(-8,-7]" "(-7,-6]" "(-6,-5]" "(-5,-4]" "(-4,-3]" "(-3,-2]" "(-2,-1]" "(-1,0]" "(0,1]" "(1,2]" "(2,3]" "(3,4]" "(4,5]" "(5,6]" "(6,7]" "(7,8]" "ash_tau" "vw_mean_pe" "vw_mean_lb" "vw_mean_ub" "vw_tau_pe" "vw_tau_lb" "vw_tau_ub" "vw_weight1_pe" "vw_weight1_lb" "vw_weight1_ub" "vw_weight2_pe" "vw_weight2_lb" "vw_weight2_ub" "vw_mean_pos_pe" "vw_mean_pos_lb" "vw_mean__pos_ub" "vw_median_pos_pe" "vw_median_pos_lb" "vw_median_pos_ub" "vw_tau_pos_pe" "vw_tau_pos_lb" "vw_tau_pos_ub" "rma_mean_pe" "rma_tau"
55 0.287252881083269 0 0.632796488545727 0.328299939331275 NA NA NA NA NA 0 0.00625009429175497 0.0216854112526195 0.0526294728262527 0.252945375124902 0.524573128685548 0.657933832952966 0.73950567810561 0.872183940139 1.0151807707191 1.08478162867458 0.285063395712434 NA NA 0.634068924297914 NA NA -0.819859282558771 -0.00642996763805934 -0.00135367533562345 -0.000189052024966794 0.00078205415882113 0.00251539320535146 0.00668735502931688 0.0179200213255922 0.0565242389002955 0.221922645376538 0.510289723931961 0.638944121044893 0.73177361916668 0.856916497113429 0.982465537231713 1.07741539613477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999994582 0.000000000000999999999994582 0.000000000000999999999994582 0.000000000000999999999994582 0.000000000000999999999994582 0.000000000000999999999994582 0.000000000000999999999994582 0.0000337070908400803 0.496220358593134 0.104895991512579 0.0318949225556984 0.253156761378573 0.0788145430423783 0.0299503110545173 0.00503340476328028 0.000000000000999999999994582 0.000000000000999999999994582 0.327374579069017 NA NA 0.286074883959942 0.617162719808695 NA NA NA NA NA -0.00521572335008034 0.00994093714658468 0.0235395365370941 0.0546472505652472 0.228940645704438 0.524223469308291 0.646872117285094 0.765696827402113 0.930678684813611 0.991287120395227 1.00052625517389 0.327070170944832 0.393251313982155 0.345078586934224 0.441424041030087 0.301478914408419 0.27862380270867 0.322719457470288 1.31485334622326 1.02115133175555 1.60855536069098 2.51113809770595 1.56637886622948 3.45589732918241 0.450077689859444 0.402936681098068 0.496678510311658 0.429630693085366 0.382825037487337 0.476147142134401 0.255564574726123 0.233062384349773 0.27695512405277 0.286580946563176 0.328839987453065
56 0.119845305577364 0 0.620158585910115 0.260537275984757 NA NA NA NA NA 0 0 0 0.0230974216314078 0.128803636333861 0.451763650721195 0.687241785418935 0.730736571270364 0.922241443532595 1.0677646574228 NA 0.113222233558818 NA NA 0.586661865330616 NA NA -0.474394254929854 -0.0697646425610087 -0.0330076812609539 -0.0138575382524218 -0.00509427456165517 -0.000728315253305746 0.00302899610218775 0.00968876348341046 0.0268247318698708 0.0899445368434411 0.348715582616116 0.650603013134828 0.778311618552263 0.905192233375868 1.05744115200986 1.14928435057628 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999994322 0.000000000000999999999994322 0.000000000000999999999994322 0.000000000000999999999994322 0.000000000000999999999994322 0.000000000000999999999994322 0.000000000000999999999994322 0.00138022387489599 0.770013558092786 0.0963248076688188 0.0150530733712753 0.0510862047325492 0.0494836674008166 0.00881242027606387 0.00784604457379375 0.000000000000999999999994322 0.000000000000999999999994322 0.25228455367187 NA NA 0.11268623074928 0.518508648973568 NA NA NA NA NA -0.00464905373141152 -0.0000523327435545554 0.00865032759587953 0.0275198403911043 0.0905668525697768 0.342522622913176 0.654913154045851 0.84051804584418 0.954176064039667 0.993403348583774 NA 0.251160445730406 0.292283019383968 0.238016345230473 0.346549693537462 0.277305375921993 0.25234510715074 0.300197418255983 2.63206158432379 1.85846860458719 3.40565456406038 5.09047059724553 3.01125129506096 7.16968989943009 0.36660920430793 0.316017199843023 0.416778243261734 0.343290351184242 0.293096863209679 0.393456625437452 0.222821919929391 0.197556172879761 0.246675410908052 0.112858216101715 0.252232635312922
57 0.593420942783928 0.617993067678846 0.793371439529938 0.411454692724569 NA NA NA -0.774472036393575 -0.563945023136345 -0.261629908065703 -0.213022129525849 0.0513581384437424 0.191520180182457 0.345011685850702 0.532840010512782 0.691518483957397 0.855889430922422 1.09016495354665 1.26598667414379 1.40431556111037 0.596428138190938 NA NA 0.789878751144406 NA NA -0.597328956014505 -0.58929240161464 -0.57193168244214 -0.532303555192449 -0.450369336959477 -0.312215809042454 -0.133921432094192 0.0477522293497176 0.207254262104646 0.354629371699249 0.527247493582079 0.694717964826028 0.820438193287932 0.996296201757293 1.1620741846861 1.23882427698725 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999997045 0.000000000000999999999997045 0.000000000000999999999997045 0.000000000000999999999997045 0.00000127740199248644 0.00521328438712296 0.0124127986752783 0.0271810782911376 0.0579878676787109 0.126346776521469 0.186491374386297 0.124129415911894 0.301533043315858 0.0209530094425084 0.120904137388876 0.0168458458657805 0.0000000907290752194018 0.394201152095698 NA NA 0.585686953548472 0.745669497887873 NA NA NA -0.564082416971873 -0.453089293801797 -0.33006482439272 -0.159994227139815 0.038980912879389 0.206748726914477 0.368482243284454 0.529007892306225 0.703968124598794 0.919808546122137 0.994283657146243 1.00058623572952 1.00178437146238 0.374416025249239 0.629425063296394 0.573860421915259 0.684989704677528 0.390262895174932 0.35708506366882 0.420833116573868 1.09635116428287 0.834259553940628 1.35844277462512 1.32821964587187 0.677278831693214 1.97916046005054 0.674222562715163 0.615258445532936 0.732066463463446 0.655559520745618 0.598054835339406 0.712327127217538 0.349430454438313 0.319435844945769 0.377673398175654 0.601661071740621 0.404666835149714
58 0.438409630791701 0.409739800499351 0.78162232436439 0.427816511396681 NA NA NA NA -0.345016725748875 -0.22831955474479 -0.0287745511623292 0.0199006085595365 0.0718441260101122 0.272495678604345 0.514302587932825 0.717161713685804 0.84664273433396 1.04901984421526 1.21156394565658 1.50042176219516 0.432258806770112 NA NA 0.76235942340121 NA NA -0.254638248211333 -0.187722705840502 -0.170084789256075 -0.136809832051848 -0.0903179914702035 -0.0460321899144796 -0.0131925711996252 0.0177638692780456 0.0815178636852314 0.263371995818427 0.509468133843896 0.674824758332755 0.84026285929031 0.970354806413515 1.09549424165813 1.38352021049431 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999995237 0.000000000000999999999995237 0.000000000000999999999995237 0.000000000000999999999995237 0.000000000000999999999995237 0.000000000000999999999995237 0.0000000228378253565564 0.0170547613400523 0.330030285940168 0.0997864097281072 0.080879035716849 0.20820333285817 0.0768221989457531 0.140467381374953 0.0225149034395075 0.000154051707260935 0.0240876161053544 0.426177718294495 NA NA 0.435030776391863 0.742778567078561 NA NA NA NA -0.108876398891691 -0.0617429730478601 -0.0157151561928527 0.0236169619369786 0.0773571819643083 0.281835190433218 0.515497378328883 0.69052740961709 0.926997096498974 0.993982259723921 1.00082587393292 1.00176555524515 0.400819716803268 0.621443350771739 0.570385503962693 0.672501197580786 0.377219541818676 0.350076092220388 0.402536824545887 1.88651375408642 1.46256680428635 2.31046070388648 3.79195163780618 2.24710658194044 5.33679669367193 0.662210950234818 0.609436771590932 0.714257661497902 0.644971897299884 0.59305110307314 0.696426126555075 0.339555344458977 0.314251478714755 0.363608334400664 0.447789896048097 0.428594055004144
59 0.266870669546093 0 0.732450333682167 0.383970401850147 NA NA NA NA -0.0492401369162677 -0.0332774168047629 -0.00965281632074669 0.00956067409072401 0.034684046376096 0.197713703190748 0.4967295749327 0.704093178367827 0.870994145695158 1.07215753901364 1.28528934998503 1.28379225784302 0.247992321913706 NA NA 0.712950856767455 NA NA -0.598140424385662 -0.588162421011342 -0.528710422234464 -0.341387881184757 -0.174078953850475 -0.0980775211769506 -0.0505052812738638 -0.0162943809679874 0.031144374271136 0.191970400396654 0.467322655334195 0.650460731416377 0.816659267351652 0.981541358389345 1.1333482414744 1.26228790209477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999996288 0.000000000000999999999996288 0.000000000000999999999996288 0.000000000000999999999996288 0.000000000000999999999996288 0.00054833576723714 0.0000000106359819348268 0.0739464709445911 0.530285125057296 0.0241117447464186 0.104015903933877 0.112802980358561 0.066265348799507 0.0542430718042387 0.0223872822232314 0.0113937257230598 0.000000000000999999999996288 0.388010540889966 NA NA 0.247306149978113 0.654212436846147 NA NA NA NA -0.283114437155928 -0.0769740960896369 -0.0452906595711332 -0.0220696817981481 0.0309253247788054 0.216809387235937 0.480594081089406 0.663172053458349 0.910462483813634 0.993687513808838 1.00064099534402 1.00170370827572 0.379326396844271 0.484695434228213 0.429641653546677 0.53974921490975 0.365643636955225 0.341506135172318 0.38828352801961 2.0869399165449 1.60489337935248 2.56898645373732 4.95080398815044 3.19147308235811 6.71013489394277 0.551459613052821 0.498569721662204 0.603978073203709 0.527174436865217 0.47436036129511 0.579846958805581 0.31125153979609 0.286811772117641 0.334621093260565 0.252030807094709 0.392526645717551
60 0.129970955061978 0 0.648248250543361 0.299289891707683 NA NA NA NA NA -0.0105744158338366 -0.00859553813486619 0.00369311481391047 0.0150334145819126 0.112032836255735 0.343184837216139 0.69780242337721 0.856045269479168 0.979613668389713 1.24180810436736 1.2712366960422 0.125491250348349 NA NA 0.660085425457225 NA NA -0.26658803690807 -0.162068264648277 -0.12321614000871 -0.0759876972631988 -0.03809838902969 -0.016299967379344 -0.00526416971319859 0.00214302918850383 0.0154255020253232 0.0802404073034745 0.373313560802099 0.670326985615886 0.83282750891443 0.937180382331214 1.02768804115793 1.36109191570428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999994667 0.000000000000999999999994667 0.000000000000999999999994667 0.000000000000999999999994667 0.000000000000999999999994667 0.000000000000999999999994667 0.000000000000999999999994667 0.0114083634437539 0.784185078981673 0.0434907183811232 0.0178293823795897 0.0634034649794981 0.0298775159463557 0.0452161824467893 0.000000000000999999999994667 0.000000000000999999999994667 0.00458929343221741 0.295898601642536 NA NA 0.130212686060645 0.571534352439156 NA NA NA NA NA -0.0243148439864904 -0.00595059520549487 0.00414967669203183 0.016469627077241 0.0826653874017339 0.389884708917956 0.688300573824733 0.920539762161074 0.990654789086848 1.00098270554858 1.00155911395821 0.293955190552103 0.387039755942863 0.326238717447869 0.447840794437858 0.331515207000805 0.30588319018874 0.355302883334109 3.42264619368542 2.4735072171228 4.37178517024805 7.02791821925378 4.29838419822925 9.75745224027831 0.46319463448767 0.406873022143243 0.519305792997161 0.437721695009209 0.381391536573851 0.494174029133794 0.273180894904405 0.24648854496754 0.298543047410506 0.132380951919518 0.30214812470125
61 0.583324644971902 0.572905213364056 0.90083705248813 0.551569930157641 NA NA NA -0.48481784806573 -0.558394840374157 -0.376338549401913 -0.187301821476929 -0.0611844776511734 0.150868116051562 0.32224598814666 0.488550299644017 0.70627069885634 0.872179111993303 1.11242430135017 1.3704930680427 1.57176024824474 0.55970189662979 NA NA 0.877968365517048 NA NA -0.598984999461883 -0.596315321044652 -0.589709177059553 -0.573653270397051 -0.532517090526647 -0.403888513035398 -0.140198898220783 0.0183193032423836 0.114168091426402 0.309732043273013 0.547540424011607 0.665946014137188 0.827672249933533 1.06416143860863 1.21241493168962 1.38593679998588 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999996254 0.000000000000999999999996254 0.000000000000999999999996254 0.000000000000999999999996254 0.000000000000999999999996254 0.0275196833638444 0.0250024174352693 0.0100816603343769 0.168021788005711 0.134631217960936 0.0108040955255738 0.277686653091005 0.101570438397552 0.0416965997238021 0.145900322709797 0.0003653313732985 0.0567197920738332 0.521753279566499 NA NA 0.540966854344332 0.748091862249035 NA NA NA -0.522678587860163 -0.514920021102648 -0.433055108240959 -0.146215607481568 0.0172941245380655 0.115969227400679 0.331415766343503 0.516395414114361 0.750715181063815 0.966548368520711 0.998344323421134 1.00104484565575 1.00180289007729 0.45614727539337 0.66307919159009 0.595014837196528 0.731143545983651 0.518155019278263 0.482129259266939 0.551833874789531 1.1732686547882 0.910831587149887 1.43570572242652 1.50353401839707 0.910484414021013 2.09658362277313 0.764396040710827 0.695766412420951 0.832005351298179 0.728405045296855 0.660826371127834 0.795329681485941 0.437079427196099 0.402925626638007 0.46968400398773 0.599040492639561 0.543092609560932
62 0.406209917157006 0.259870014257 0.919525380407945 0.559320907445597 NA -1.2276414969491 -0.776150333821277 -0.623127981387848 -0.702893093728564 -0.372716416231043 -0.0899236626525583 -0.00884286819325485 0.0612801746237214 0.22577026075221 0.497378807203719 0.761802079004111 0.845279164209723 1.13323822396673 1.38957663831681 1.62533258592456 0.378336183156412 NA NA 0.860527169955712 NA NA -1.17499293490326 -1.09516768986045 -0.900625798583902 -0.700010134735826 -0.521079918594847 -0.344218141479013 -0.132626389812262 0.00347187167792904 0.0915077441908077 0.224919521489999 0.44108865507144 0.680455102592547 0.877109703480239 1.07495730528008 1.20023313945934 1.31647680802598 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999999656 0.000000000000999999999999656 0.00209320336605693 0.000572492048501424 0.00943140689977936 0.0106104012625052 0.0568110953814745 0.0175311172965785 0.295971047250851 0.147715063541673 0.106488180994419 0.0538953920251012 0.121473505809709 0.0253713952596223 0.121477130502147 0.0113195955578274 0.0192389728017551 0.522877858001023 NA NA 0.370620803165235 0.666235246419075 NA -0.990025425850332 -0.93987446188063 -0.762537842966076 -0.560427592694181 -0.372360567025101 -0.134605688893585 0.00320137108563817 0.0858622054446283 0.253458219504233 0.432069150544622 0.780661407194209 0.976678639954992 0.99984640081732 1.0010982297185 1.00182222643706 0.483910342075683 0.653595931226191 0.58555635076747 0.721635511684912 0.518931309951841 0.486953979863067 0.549049387935354 2.33789573625768 1.83050834428736 2.84528312822801 3.37549406511531 2.19815806783056 4.55283006240007 0.758116975643021 0.692034911928382 0.823600612002581 0.721378829941881 0.655731813796443 0.786724219915964 0.435947848215812 0.404273789416563 0.466343983951385 0.407908779450799 0.550189825022356
63 0.277514037099878 0 0.866458385597375 0.484145066369667 NA NA -0.939659318589845 -0.770745720579333 -0.378979413682269 -0.280607362413476 -0.0476582270803939 -0.0108168356207839 0.0271064433475923 0.162727044839483 0.440125554134586 0.752599659845763 0.901804371001741 1.15117164892108 1.38301792025661 1.53461678257815 0.24364199678092 NA NA 0.799605150461002 NA NA -1.10622498928966 -1.05167396466253 -0.958155401851802 -0.746934048268238 -0.458173547786524 -0.164693989094509 -0.0555267962095203 -0.0179079980435043 0.0237169157203744 0.163615335690513 0.432329856138964 0.679903913377883 0.865578168174747 0.987949268584057 1.19332343611636 1.43258065265413 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999998969 0.000000000000999999999998969 0.000497239551501085 0.00275920551084854 0.00000237732670999388 0.0104448643592031 0.0000632209642160057 0.0706478466740195 0.558765331311565 0.00158459845215181 0.118370741395875 0.0436378258396487 0.063402405155363 0.0835000434593699 0.00232534603834406 0.0235819549598573 0.0204169989993273 0.454878479485512 NA NA 0.251653004158247 0.679758653187616 NA NA -0.977434276259084 -0.752696653054075 -0.486543932060776 -0.193104970168697 -0.0477078271198579 -0.0240582977783999 0.0194735388983683 0.189742451838375 0.425836739477749 0.756021308588197 0.971027260719214 0.999549816690325 1.00112213517876 1.00186826057626 0.426600034344656 0.663311264386102 0.600650653994805 0.7259718747774 0.445261296235629 0.418324609536868 0.470658862560444 3.56138677293927 2.72048961032205 4.40228393555648 9.32034485972956 6.05020459958318 12.5904851198759 0.726157097323433 0.665044363209171 0.786861195345911 0.701388854017849 0.640305958299194 0.762274506562743 0.390668240711715 0.36355302997641 0.416663318928307 0.274035576636081 0.480078814044907
64 0.110419977326009 0 0.76044225548256 0.325235182868496 NA NA NA -0.813731066985742 -0.608197103996506 -0.0452036552552681 -0.00706154363796657 -0.00282114836546758 0.0112449730992195 0.0342243298858275 0.281240210201115 0.65947799051349 0.950396766069339 1.07190510252814 1.30456767234363 1.56258167853104 0.114193008501291 NA NA 0.716139432887488 NA NA -0.791675650925566 -0.781273759747781 -0.758656598324403 -0.702666287697819 -0.391017116026558 -0.0376367277416458 0.000813499951980476 0.00738046017483798 0.0195435339513688 0.0655282031913214 0.288782318756612 0.62247443668346 0.886312317908629 1.10067434759241 1.18075289946747 1.25908561295339 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00000000000099999999999695 0.00000000000099999999999695 0.00000000000099999999999695 0.00000000000099999999999695 0.00161891088602161 0.00257527598190229 0.00000000000099999999999695 0.0000000000535377093474995 0.803867309567551 0.0776392762198966 0.000158401778651409 0.0480056982590909 0.00884760604101914 0.0144056407894861 0.0394538900491843 0.0000264595815647547 0.0034015307870943 0.307472822613536 NA NA 0.119486712806277 0.602277358475836 NA NA NA -0.684029356403919 -0.45543096110437 -0.0289673688356571 0.00849492545268573 0.0145690153156537 0.0230066326770502 0.0669870269517104 0.290118690848767 0.73881285364087 0.972832387838445 0.998928855594447 1.00106218007178 1.00171267327616 0.290856301956582 0.534293590074838 0.460904853406774 0.607682326742903 0.383954861282611 0.355363002071156 0.410560358247205 7.36413495471482 5.17785588568669 9.55041402374295 16.0665082669013 9.5795785602338 22.5534379735689 0.59766201775433 0.528631728584329 0.66654104440335 0.573836998352739 0.504355647911065 0.643448035710272 0.330981016304114 0.300799415132906 0.35962210252213 0.12956968822121 0.324341345539131
65 0 0 0 0 NA NA NA NA 0 0 0 0 0 0 0 NA NA NA NA NA -0.000428319628309091 NA NA 0.0259259761931884 NA NA -0.398642475521055 -0.393213274016577 -0.374083121252281 -0.301190048518421 -0.149567388020095 -0.0439845708520967 -0.0111506246327579 -0.00184316119445565 0.00311102645188316 0.0101271704809898 0.0245899680444619 0.0530032877596722 0.0965678729659134 0.141865024392943 0.173201049243472 0.233122197564076 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00509132670063229 0.0134251059740743 0.960013475209392 0.021470092102901 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.00000000000099999999999042 0.0470052752369661 NA NA 0.000348610696595242 -0.0197600406589345 NA NA NA NA -0.172903640535568 -0.0574830434575987 -0.013522313747653 -0.000655017432184913 0.00579161223505045 0.0111810124733976 0.0163679028178231 NA NA NA NA NA 0.0479210841034404 -0.00608925860366998 -0.027615679087383 0.015437161880043 0.0232935049217696 0 0.0677567750385049 0.739448307163177 0.422159712859473 1.05673690146688 0.724867360830344 0.360987573549888 1.0887471481108 0.0165383845619786 NA 0.0600702672445667 0.0136448814492749 NA 0.0519359984228872 0.0129754655845478 NA 0.0437019221135262 0.00033884157413131 0.0481807799619566
66 0 0 0 0 NA NA NA NA 0 0 0 0 0 0 0 0 NA NA NA NA 0.000891251944574471 NA NA 0.00584505499412526 NA NA -0.583803549258712 -0.00190468546452161 -0.000222733395078523 -0.0000767371381901519 -0.0000115094600065328 0.0000422186791087907 0.000135549175912278 0.000353082775145964 0.000888491842720051 0.00221777542629909 0.00551318129895998 0.0135095524071587 0.0315574597746109 0.0657490223105668 0.113175089276186 0.316914877533492 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.00000999495725456081 0.995524383777944 0.00446562104199115 0.000000000209809991860648 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.000000000000999999999989847 0.0133559200250872 NA NA 0.000839568602347842 0.00454943606093542 NA NA NA NA -0.00153672630667298 -0.00112553514148786 -0.000619037837175583 -0.00000519231650674101 0.00098250780324199 0.00295084985098084 0.00908777476926842 0.0207270094087161 NA NA NA NA 0.0176117351269584 0.00468812131265494 -0.0190959117168597 0.0284721543421696 0 0 0.0664581376969225 0.908056721214335 0.425822834220157 1.39029060820851 0.974510276809326 0.358142093013215 1.59087846060544 0.00468812131265494 NA 0.0647999966527816 0.00468812131265494 NA 0.0571741354356155 NA NA 0.0454162967007734 0.000261532796123766 0
67 0 0 0 0 NA NA NA NA 0 0 0 0 0 0 0 0 NA NA NA NA -0.00170047688358172 NA NA 0.0364020464014507 NA NA -0.238862035814499 -0.170653498939676 -0.137328652217595 -0.0911881098670686 -0.0489295039972929 -0.0224707883459676 -0.00947135690933284 -0.0036545434303519 -0.000486211882623431 0.00482582069159281 0.0290023480601027 0.130254312025131 0.3016201348897 0.380379524968499 0.396534086817349 0.399935486171378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.0193590974272971 0.974327946164285 0.00177199313924247 0.00454096325617569 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.000000000000999999999990326 0.0395988391546271 NA NA -0.00345385803277471 0.0173447629279767 NA NA NA NA -0.0167514997942742 -0.0140412988227991 -0.0105637548556236 -0.00744295358796377 -0.00337263810913642 0.00673088368709833 0.0393899426768475 0.121696491851147 NA NA NA NA 0.040638386308111 -0.0197601727238046 -0.0428347255451983 0.00331438009758914 0 0 0.0653358023167167 0.732480348218194 0.347099019121423 1.11786167731497 0.627794353635965 0.232853626634419 1.02273508063751 NA NA 0.0533532988308966 NA NA 0.0453248052434754 NA NA 0.0399878191455346 -0.00380090044468434 0.0336647433074905
68 0 0 0 0 NA NA NA NA 0 0 0 0 0 0 0 NA NA NA NA NA -0.00324787679624198 NA NA 0.0000189789985797302 NA NA -0.401257556045335 -0.399435743884028 -0.390567973776745 -0.340270260784309 -0.184229834438643 -0.0466205449105379 -0.00813879409348632 -0.00131205191200306 -0.000204253024687837 -0.0000233900625815289 0.00001768101844349 0.0000570975959334654 0.000149480959576804 0.000394354088218173 0.00226458582225321 0.559929037942786 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.00811642398009898 0.00000988046096806327 0.991855914228723 0.0000177813172102296 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.000000000000999999999989867 0.0359121159011881 NA NA -0.000912965139857904 -0.035911270473968 NA NA NA NA -0.148412731700999 -0.0606554682937362 -0.00920682312176893 0.000426084044346297 0.00314759430372206 0.00482782942305878 0.00671425902788684 NA NA NA NA NA 0.0413492820986216 0.00822321382742106 -0.0155438420604326 0.0319902697152747 0 0 0.0654408595100378 1.10343593766821 0.502311578043889 1.70456029729253 1.19614975998295 0.428103084773696 1.9641964351922 0.00822321382742106 NA 0.0656864428093245 0.00822321382742106 NA 0.0583117808473676 NA NA 0.0454876285002539 0.000633933785687752 0
69 0.00224931384714755 -0.00373747495099278 0.29644328051959 0.20393759326348 NA NA NA -0.467404331294407 -0.306443948760837 -0.216729793438361 -0.167602923840377 -0.0319709637942322 0.043764307538188 0.134201228797253 0.269724336097902 0.417718982156322 0.511165253466106 NA NA NA -0.00282944625067146 NA NA 0.297549223820968 NA NA -0.744539613979689 -0.671271852578034 -0.55371296172655 -0.4387259941125 -0.346340081934325 -0.257752510789087 -0.163377573373317 -0.0610051868035146 0.0486926230447513 0.161933395325047 0.272330709714714 0.372880561597115 0.459057807426962 0.525245376749168 0.566355845610785 0.586898108312104 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.000000000000999999999993291 0.000000000000999999999993291 0.000000000000999999999993291 0.000000000000999999999993291 0.000401881030990359 0.00454056124704698 0.0729965983153873 0.262686127461132 0.346490822987455 0.225852889645376 0.0776346371795629 0.00939648212405005 0.000000000000999999999993291 0.000000000000999999999993291 0.000000000000999999999993291 0.000000000000999999999993291 0.000000000000999999999993291 0.221035861718674 NA NA -0.00286956162980264 0.0180708192677215 NA NA NA -0.556233966555746 -0.374384696508071 -0.244246629624023 -0.177867931842344 -0.0578475947427686 0.0544524640394459 0.148398780790111 0.289921510631687 0.402703277978213 0.431574532204952 NA NA NA 0.221669292871391 -0.0203565527463303 -0.0601321953121001 0.0194190898194396 0.21500551597933 0.189873867059112 0.237492438639833 0.875493963739608 0.552304596968579 1.19868333051064 0.79628766990851 0.401080406282632 1.19149493353439 0.164359014639242 0.131607441199611 0.196723629651771 0.137691805694461 0.108053838089539 0.167630105524184 0.125967072116156 0.104008280699814 0.146706052300311 -0.00292979078716863 0.221126098214241
